category,name,slug,logo_file,short_description,short_description_local,description,description_local,address,lat,lng,google_maps_url,google_place_id,phone,email,website,instagram,facebook,opening_hours,hours_source_url,hours_observed_at,google_rating,google_rating_count,rating_observed_at,emergency_24_7,emergency_note,home_visits,specialties,languages_spoken,photo_urls,animals,source_url,observed_at,notes
VET_CLINIC,SIBRA centrum veterinárnej medicíny,sibra-centrum-veterinarnej-mediciny,,"Veterinary hospital providing CT diagnostics, surgery, neurology, and inpatient hospitalization.","Veterinárna nemocnica s CT diagnostikou, chirurgiou, neurológiou a lôžkovou hospitalizáciou.","Modern veterinary hospital and clinic in Dúbravka equipped for complex medical cases. Provides comprehensive care including computed tomography (CT), specialized diagnostics, and inpatient hospitalization.",,"Na vrátkach 13, 841 01 Bratislava",48.191945,17.043282,https://maps.google.com/?cid=160918407076768096,ChIJiQWKN5OMbEcRYOmhS3CyOwI,+421 2 6446 1794,klinika@sibra.sk,https://www.sibra.sk,,,,,,4.7,600,2026-09-25,,,,,,,,https://www.sibra.sk/kontakt,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Vetline Veterinárna nemocnica,vetline-veterinarna-nemocnica,,"Veterinary hospital offering 24/7 emergency care, in-house laboratory, and advanced CT diagnostics.","Veterinárna nemocnica s nepretržitou pohotovosťou 24/7, vlastným laboratóriom a CT diagnostikou.","Veterinary hospital in Staré Mesto with 24/7 emergency service, in-house laboratory, endoscopy, and CT diagnostics situated in a modern 600 m² facility.",,"Staromestská 6/D, 811 03 Bratislava",48.146679,17.104593,https://maps.google.com/?cid=7369388707985592520,ChIJ_WO4d1yJbEcRyJBBN_xTRWY,+421 2 5441 2869,info@vetline.sk,https://vetline.sk,,,,,,4.3,526,2026-09-25,,,,,,https://vetline.sk/hero-blinking.jpg,,https://vetline.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Marfilvet veterinárna nemocnica,marfilvet-veterinarna-nemocnica,marfilvet-veterinarna-nemocnica.png,"Comprehensive emergency care, computed tomography, endoscopy, and specialized surgical facilities.","Pohotovostná starostlivosť, CT vyšetrenia, endoskopia a špecializované chirurgické zákroky.","Veterinary hospital in Lamač providing comprehensive care, emergency service, modern diagnostic equipment, and surgical facilities operating since 2000.",,"Hodonínska 16, 841 03 Bratislava",48.19176,17.047068,https://maps.google.com/?cid=13179175955138546791,ChIJDzxqFYiMbEcRZwxndrTW5bY,+421 911 555 055,info@marfilvet.sk,https://marfilvet.sk,,,,,,4.2,372,2026-09-25,,,,,,https://marfilvet.sk/wp-content/uploads/2026/04/Preventivna-prehliadka-Marfilvet.png,,https://www.marfilvet.sk/kontakt/,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,VetPoint veterinárna klinika,vetpoint-veterinarna-klinika,,"Specialized veterinary hospital focused on surgery, orthopedics, feline medicine, and oncology.","Špecializovaná klinika so zameraním na chirurgiu, ortopédiu, felínnu medicínu a onkológiu.","Specialized small-animal veterinary hospital and referral center in Petržalka focusing on veterinary surgery, orthopedics, feline medicine, and clinical oncology.",,"Panónska cesta 38/A, 851 04 Bratislava",48.1068,17.095022,https://maps.google.com/?cid=14214852142696420325,ChIJEXA6nZeJbEcR5dMe1LVMRcU,+421 948 029 674,vetpoint@anicura.sk,https://www.vetpoint.sk,,,,,,4.2,397,2026-09-25,,,,,,,,https://www.vetpoint.sk/kontakt,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna nemocnica BENNETT,veterinarna-nemocnica-bennett,veterinarna-nemocnica-bennett.svg,"Advanced referral center offering orthopedics, gait laboratory, laparoscopy, and MRI diagnostics.","Pracovisko zamerané na ortopédiu, analýzu chôdze, laparoskopické operácie a vyšetrenia MRI.","Specialized veterinary hospital in Lamač operating since 2000. Features advanced facilities for orthopedics, laparoscopy, MRI, CT diagnostics, and canine hydrotherapy.",,"Lamačská cesta 53, 841 03 Bratislava",48.180942,17.055837,https://maps.google.com/?cid=15018714217976194413,ChIJI1vDZlKJbEcRbWWUOQIxbdA,+421 907 824 196,bennett.nemocnica@gmail.com,https://bennett.sk,,,,,,4.2,355,2026-09-25,,,,,,,,https://bennett.sk/kontakt,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna klinika PrimaVet,veterinarna-klinika-primavet,,"Emergency clinic with digital X-ray, in-house laboratory facilities, and a dedicated cat room.","Pohotovostná klinika s digitálnym RTG, vlastným laboratóriom a oddelenou čakárňou pre mačky.","Veterinary clinic and emergency hospital in Rača equipped with modern diagnostics, laboratory facilities, and surgical suites with emergency on-call hours until midnight.",,"Rustaveliho 11, 831 06 Bratislava",48.21398,17.156461,https://maps.google.com/?cid=14939500541081923202,ChIJ2-HokWyObEcRgq7x2JbEU88,+421 2 2051 2095,info@primavet.sk,https://www.primavet.sk,,,,,,4.4,400,2026-09-25,,,,,,https://www.primavet.sk/assets/images/primavet-17.jpg;https://www.primavet.sk/assets/images/primavet-15.jpg;https://www.primavet.sk/assets/images/primavet-14.jpg;https://www.primavet.sk/assets/images/primavet-16.jpg,,https://www.primavet.sk/sk/kontakt,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna klinika BullyPet,veterinarna-klinika-bullypet,,"Established veterinary clinic offering internal medicine, soft-tissue surgery, and diagnostics.","Veterinárna prax poskytujúca internú medicínu, chirurgiu mäkkých tkanív a zobrazovaciu diagnostiku.","Established in 1992 on Odborárske námestie in Staré Mesto, BullyPet is one of Bratislava's longest-running veterinary clinics, offering internal medicine, soft-tissue surgery, and diagnostics.",,"Odborárske námestie 4, 811 07 Bratislava",48.152265,17.1201,https://maps.google.com/?cid=14475368723850689260,ChIJDYbYKkmJbEcR7HrrGSnX4sg,+421 903 700 212,info@bullypetklinika.sk,https://veterinarbratislava.sk,,,,,,4.7,270,2026-09-25,,,,,,https://veterinarbratislava.sk/wp-content/uploads/2022/11/1-1024x683.jpeg;https://veterinarbratislava.sk/wp-content/uploads/2022/11/2-1024x697.jpeg;https://veterinarbratislava.sk/wp-content/uploads/2022/11/3-1024x683.jpeg;https://veterinarbratislava.sk/wp-content/uploads/2022/11/interna-medicina-300x200.png,,https://veterinarbratislava.sk/#kontakt,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna poliklinika BAJVET,veterinarna-poliklinika-bajvet,,"Veterinary polyclinic offering preventative medicine, soft-tissue, and orthopedic surgeries.",Veterinárna poliklinika poskytujúca preventívnu medicínu a operácie mäkkých i tvrdých tkanív.,Veterinary polyclinic on Bajkalská in Ružinov providing comprehensive medical care from preventative examinations to soft-tissue and orthopedic surgeries.,,"Bajzova 4, 821 08 Bratislava",48.159328,17.138311,https://maps.google.com/?cid=2076345946400661901,ChIJp4vxeMuObEcRjaEIJqOp0Bw,+421 910 313 301,bajvet@bajvet.sk,https://www.bajvet.sk,,,,,,4.5,326,2026-09-25,,,,,,https://www.bajvet.sk/wp-content/uploads/2026/05/bajvet-about-sablona-1024x914.png,,https://www.bajvet.sk/kontakt/,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,EasyVet veterinárna klinika,easyvet-veterinarna-klinika,,"Modern veterinary clinic with digital X-ray, ultrasonography, soft-tissue surgery, and grooming.","Moderná veterinárna klinika s digitálnym RTG, ultrazvukom, chirurgiou a salónom pre psov.","Modern veterinary clinic in Petržalka on Mánesovo námestie offering preventative medicine, digital radiography, ultrasonography, soft-tissue surgery, and an on-site grooming salon.",,"Mánesovo námestie 7, 851 01 Bratislava",48.128614,17.110867,https://maps.google.com/?cid=17890259765511091337,ChIJ42C0W4WJbEcRiXTAVnj4Rvg,+421 2 2051 2097,info@easyvet.sk,https://www.easyvet.sk,,,,,,4.4,96,2026-09-25,,,,,,https://www.easyvet.sk/assets/images/easyvet-09.jpg;https://www.easyvet.sk/assets/images/easyvet-08.jpg;https://www.easyvet.sk/uploads/ev-4.jpg;https://www.easyvet.sk/uploads/foto-15.jpg,,https://www.easyvet.sk/sk/kontakt,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,MyPet Clinic,mypet-clinic,,"Full-service animal clinic equipped with digital radiography, in-house laboratory, and parking.","Komplexná veterinárna starostlivosť s digitálnym RTG, vlastným laboratóriom a parkovaním.","Modern veterinary clinic on Mierová street in Ružinov equipped with digital X-ray, in-house laboratory, surgery, and dedicated client parking. Provides complete preventative and emergency care.",,"Mierová 27, 821 05 Bratislava",48.149664,17.1679,https://maps.google.com/?cid=6380476245270924867,ChIJfbqWO3eJbEcRQw4xAVcBjFg,+421 2 22 113 113,mypet@mypet.sk,https://www.mypet.sk,,,,,,4.7,133,2026-09-25,,,,,,https://www.mypet.sk/wp-content/uploads/2024/09/mypet_clinic-18-2.jpg;https://www.mypet.sk/wp-content/uploads/2025/08/mypet_clinic-8-1.jpg;https://www.mypet.sk/wp-content/uploads/2025/08/mypet_clinic-80-1.jpg,,https://www.mypet.sk/kontakt/,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna klinika Slnečnice,veterinarna-klinika-slnecnice,,"Modern practice providing preventative care, urgent treatments, diagnostics, and dental hygiene.","Moderná prax poskytujúca prevenciu, urgentnú pomoc, laboratórne vyšetrenia a dentálnu hygienu.","Veterinary clinic in the Slnečnice development in Petržalka, opened in December 2022. Provides general practice, urgent care, laboratory diagnostics, and dental care.",,"Zuzany Chalupovej 7A, 851 07 Bratislava",48.092062,17.117518,https://maps.google.com/?cid=8054031007315086551,ChIJVdH9fiKJbEcR10z_cIeqxW8,+421 917 155 155,klinika@veterinaslnecnice.sk,https://veterinaslnecnice.sk,,,,,,4.8,28,2026-09-25,,,,,,https://veterinaslnecnice.sk/veterinaslnecnice/images/home.webp;https://veterinaslnecnice.sk/veterinaslnecnice/images/card-04.jpg;https://veterinaslnecnice.sk/veterinaslnecnice/images/card-03.jpg;https://veterinaslnecnice.sk/veterinaslnecnice/images/card-01.jpg,,https://veterinaslnecnice.sk/kontakt/,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Animal clinic - MVDr. Andrea Gloneková,animal-clinic-mvdr-andrea-glonekova,,"Veterinary practice specializing in internal medicine, endocrinology, and small rodent care.","Veterinárna prax so zameraním na internú medicínu, endokrinológiu a starostlivosť o drobné cicavce.","Veterinary practice in Trnávka (Ružinov) led by MVDr. Andrea Gloneková. Specializes in internal medicine, preventative care, endocrinology, and treatment of dogs, cats, and small rodents.",,"Nerudova 11, 821 04 Bratislava",48.16769,17.164279,https://maps.google.com/?cid=1310108936340803643,ChIJ64R8FPyPbEcRO5Co5yJxLhI,+421 911 521 781,glonekova@animalclinic.sk,https://www.animalclinic.sk,,,,,,5.0,65,2026-09-25,,,,,,,,https://www.animalclinic.sk/kontakt/,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,VET-SVET veterinárna ambulancia,vet-svet-veterinarna-ambulancia,,"Personalized veterinary care for pets featuring preventative medicine, laser therapy, and surgery.","Individuálna starostlivosť o zvieratá s preventívnou medicínou, laserovou terapiou a chirurgiou.","Veterinary clinic in Dúbravka providing individual healthcare for dogs, cats, and small animals. Services include preventative medicine, laser therapy, soft-tissue surgery, and diagnostics.",,"Trhová 38, 841 01 Bratislava",48.187479,17.039091,https://maps.google.com/?cid=13123073772508864083,ChIJmyTUd5eMbEcRU96iKxGGHrY,+421 2 6428 2418,info.vetsvet@gmail.com,https://vetsvet.sk,,,,,,4.8,99,2026-09-25,,,,,,https://vetsvet.sk/wp-content/uploads/2024/01/laserova-terapia-1.webp,,https://vetsvet.sk/kontakt/,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Small Vet Plus,small-vet-plus,,"Veterinary hospital with 24/7 emergency service, digital radiography, and patient hospitalization.","Veterinárna nemocnica s nepretržitou pohotovosťou, digitálnym RTG a hospitalizačným oddelením.","Veterinary hospital on Žitná street in Rača providing round-the-clock emergency care. Facilities include digital X-ray, ultrasound, surgical suites, and an inpatient hospitalization ward.",,"Žitná 46, 831 06 Bratislava",48.207468,17.154288,https://maps.google.com/?cid=11546958902336476737,ChIJu9rnMm-ObEcRQdbMefEJP6A,+421 949 247 294,info@smallvet.sk,https://www.smallvet.sk,,,,,,4.2,132,2026-09-25,,,,,,https://www.smallvet.sk/static/images/main.69f92426f100.png,,https://www.smallvet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Super zoo veterina,super-zoo-veterina,,"Low-stress veterinary consultations, preventative checkups, diagnostics, and routine procedures.","Bezstresové veterinárne vyšetrenia, preventívna starostlivosť, diagnostika a rutinné zákroky.","Veterinary clinic in Petržalka focusing on stress-free consultations, preventative medicine, diagnostics, and routine surgical procedures for domestic pets.",,"Einsteinova 18, 851 01 Bratislava",48.132697,17.108577,,,+421 910 430 466,avion@superzooveterina.sk,https://www.superzooveterina.sk,,,,,,,,2026-09-25,,,,,,,,https://www.superzooveterina.sk,2026-09-20,docs/concept.md absent; district omitted per instructions; no Google rating: in-store clinic booth without separate card (<5 reviews)
VET_CLINIC,ANIMAVET veterinárna ambulancia,animavet-veterinarna-ambulancia,,"Veterinary healthcare, vaccinations, preventative checkups, and exotic animal treatments.","Veterinárna starostlivosť, vakcinácie, preventívne prehliadky a ošetrenie exotických zvierat.","Veterinary practice in Petržalka on Šintavská street providing general healthcare, vaccinations, preventative checkups, and diagnostic consultations by phone appointment.",,"Medveďovej 19, 851 04 Bratislava",48.121044,17.133659,https://maps.google.com/?cid=12949561920756400762,ChIJmXvqFgGJbEcRekKcC_UVtrM,+421 917 859 982,info@animavet.sk,https://www.animavet.sk,,,,,,4.9,18,2026-09-25,,,,,,,,https://www.animavet.sk/kontakt/,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna klinika LapVet,veterinarna-klinika-lapvet,,"Veterinary practice specializing in gentle laparoscopic surgery, cardiology, and dental treatments.","Veterinárna prax so špecializáciou na šetrnú laparoskopickú chirurgiu, kardiológiu a stomatológiu.","Veterinary clinic in Petržalka with two branches on Osuského and Beňadická streets. Specializes in advanced laparoscopic surgery, cardiology, dentistry, and gentle surgical techniques.",,"Osuského 46, 851 03 Bratislava",48.119095,17.11774,https://maps.google.com/?cid=12139919731807246185,ChIJFdrzeqeJbEcRaVcgEK2oeag,+421 944 432 444,vet.ambulancia@gmail.com,https://www.lapvet.sk,,,,,,4.5,180,2026-09-25,,,,,,https://www.lapvet.sk/img/laparoskopia-vykon.webp;https://www.lapvet.sk/img/kardio-vysetrenie.webp;https://www.lapvet.sk/img/tim-lapvet.webp,,https://www.lapvet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,PetVet veterinárna klinika,petvet-veterinarna-klinika,,"Evidence-based veterinary care offering advanced diagnostics, orthopedic surgery, and stem cells.",Veterinárna starostlivosť založená na dôkazoch s pokročilou diagnostikou a kmeňovými bunkami.,"Established veterinary clinic in Petržalka with 25 years of practice, emphasizing evidence-based medicine. Offers comprehensive diagnostics, orthopedic surgery, oncology, and stem cell therapies.",,"Starohájska 35, 851 02 Bratislava",48.111628,17.125834,https://maps.google.com/?cid=2240306985613310594,ChIJ38H5FKyJbEcRgrpOcVUrFx8,+421 2 624 124 96,pet.vet@petvet.sk,http://www.petvet.sk,,,,,,4.6,147,2026-09-25,,,,,,http://www.petvet.sk/img/clinic-real-2026.webp,,http://www.petvet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna ambulancia SpektraVet,veterinarna-ambulancia-spektravet,,"Comprehensive healthcare offering soft-tissue surgery, dental cleanings, and co-located grooming.","Komplexná veterinárna starostlivosť s chirurgiou mäkkých tkanív, stomatológiou a salónom pre psov.","Veterinary clinic on Ružinovská street in Ružinov providing preventative medicine, general surgery, dental care, and laboratory diagnostics, co-located with a pet grooming salon.",,"Ružinovská 1/4814, 821 02 Bratislava",48.158972,17.175269,https://maps.google.com/?cid=5642576145085995447,ChIJY0oK1TGPbEcRt5nxuRt1Tk4,+421 903 494 000,info@spektravet.sk,https://www.spektravet.sk,,,,,,4.7,104,2026-09-25,,,,,,https://www.spektravet.sk/assets/images/spektravet-01.jpg;https://www.spektravet.sk/assets/images/spektravet-03.jpg;https://www.spektravet.sk/assets/images/spektravet-05.jpg;https://www.spektravet.sk/uploads/recepcia-a.jpg,,https://www.spektravet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna ambulancia VetFriends,veterinarna-ambulancia-vetfriends,veterinarna-ambulancia-vetfriends.svg,"Calm veterinary practice specializing in behavioral medicine, preventative care, and soft surgery.","Pokojné pracovisko so zameraním na behaviorálnu medicínu, preventívnu starostlivosť a chirurgiu.","Modern veterinary clinic located in the Urban Residence complex in Nové Mesto. Provides preventative healthcare, internal medicine, soft-tissue surgery, and diagnostics in a calm environment.",,"Račianska 26/E, 831 02 Bratislava",48.162448,17.125549,https://maps.google.com/?cid=2327023029351351838,ChIJb0pfvtCPbEcRHgakuB0_SyA,+421 949 429 084,info@vetfriends.sk,https://vetfriends.sk,,,,,,4.9,12,2026-09-25,,,,,,https://vetfriends.sk/wp-content/uploads/2023/05/psik-veterinar-white3.jpg;https://vetfriends.sk/wp-content/uploads/2023/04/Preventivna-medicina.jpg;https://vetfriends.sk/wp-content/uploads/2023/04/interna-medicina2.jpg,,https://vetfriends.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,ZEBRA veterinárna ambulancia,zebra-veterinarna-ambulancia,zebra-veterinarna-ambulancia.webp,"First-contact clinic treating companion animals, reptiles, and birds, with an on-site dog wash.","Prvokontaktná starostlivosť o psy, mačky, plazy aj vtáctvo s vlastným samoobslužným psím kúpeľom.","First-contact veterinary clinic in Karlova Ves treating dogs, cats, reptiles, birds, and small mammals. Features air-conditioned consulting rooms, diagnostic equipment, and an on-site dog grooming station.",,"Kresánkova 3, 841 05 Bratislava",48.150788,17.049861,https://maps.google.com/?cid=1605007223219899637,ChIJKcwFfJiLbEcR9Uz12ZAhRhY,+421 944 725 939,veterina@zebravet.sk,https://www.zebravet.sk,,,,,,4.8,111,2026-09-25,,,,,,,,https://www.zebravet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,VetPetržalka veterinárna ambulancia,vetpetrzalka-veterinarna-ambulancia,,"Veterinary practice providing internal medicine, digital X-ray, ultrasound, and general surgeries.","Veterinárna ambulancia s internou medicínou, digitálnym RTG, ultrazvukom a chirurgickými zákrokmi.","Veterinary practice on Gercenova street in Petržalka offering internal medicine, laboratory diagnostics, digital X-ray, ultrasound, dentistry, surgery, and preventative healthcare programs.",,"Gessayova 35, 851 03 Bratislava",48.120112,17.112149,https://maps.google.com/?cid=12933954558482164887,ChIJmQMNzHCJbEcRl6xf1ySjfrM,+421 908 129 010,hanka.zelenkova@gmail.com,https://www.vetpetrzalka.sk,,,,,,4.9,175,2026-09-25,,,,,,https://www.vetpetrzalka.sk/images/web_image_03.webp;https://www.vetpetrzalka.sk/images/web_image_04.jpg;https://www.vetpetrzalka.sk/images/web_image_05.jpg;https://www.vetpetrzalka.sk/images/web_image_06.jpg,,https://www.vetpetrzalka.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
